AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;TITULARIDAD
Madrid-Capital;28069261;CPR INF-PRI-SEC;EDITH STEIN;Calle Simca, 20 ;Madrid;Usera;28041;913412879;911739441;Privado Concertado
Madrid-Capital;28006779;CPR INF-PRI-SEC;EL AVE MARIA;Calle Del Doctor Salgado, 16 ;Madrid;Puente de Vallecas;28038;914306527;914379444;Privado Concertado
Madrid-Capital;28011490;CPR INF-PRI-SEC;EL CARMELO TERESIANO;Calle De Nuñomoral, 1 ;Madrid;Latina;28044;917052427;917106655;Privado Concertado
Madrid-Capital;28015847;CPR INF-PRI-SEC;EL CID;Calle De San Cipriano, 34 ;Madrid;Vicálvaro;28032;917760262;917760262;Privado Concertado
Madrid-Capital;28008703;CPR INF-PRI-SEC;EL PORVENIR;Calle De Bravo Murillo, 85 ;Madrid;Chamberí;28003;915331337;915345492;Privado Concertado
Madrid-Capital;28049857;CPR INF-PRI-SEC;EL VALLE;Calle De Cordel De Pavones, 2 ;Madrid;Vicálvaro;28032;917511510;917511693;Privado Concertado
Madrid-Capital;28065735;CPR INF-PRI-SEC;EL VALLE II;Calle De Ana De Austria, 60 ;Madrid;Hortaleza;28050;917188426;917188721;Privado Concertado
Madrid-Capital;28067321;CPR INF-PRI-SEC;EL VALLE III;Calle De Cebreiro, 2 ;Madrid;Fuencarral-El Pardo;28050;914273503;914273055;Privado Concertado
Madrid-Capital;28008958;CPR INF-PRI-SEC;ENRIQUETA AYMER;Calle De Mirabel, 38 ;Madrid;Latina;28044;917052100;915090212;Privado Concertado
Madrid-Capital;28037971;CPR INF-PRI-SEC;ESPIRITU SANTO;Calle De San Emilio, 54 ;Madrid;Ciudad Lineal;28017;914055439;914043803;Privado Concertado
Madrid-Capital;28011945;CPR INF-PRI-SEC;FRAY LUIS DE LEON;Calle De Evaristo San Miguel, 10 ;Madrid;Moncloa-Aravaca;28008;915472400;915595192;Privado Concertado
Madrid-Capital;28037405;CPR INF-PRI-SEC;FUENTELARREYNA;Calle De Ramón Gómez De La Serna, 24 ;Madrid;Fuencarral-El Pardo;28035;913732328;913862655;Privado Concertado
Madrid-Capital;28007395;CPR INF-PRI-SEC;FUNDACION CALDEIRO;Avenida De Los Toreros, 45 ;Madrid;Salamanca;28028;917255200;917257300;Privado Concertado
Madrid-Capital;28014478;CPR INF-PRI-SEC;FUNDACION SANTAMARCA;Calle De Marcenado, 50 ;Madrid;Chamartín;28002;914158640;914159740;Privado Concertado
Madrid-Capital;28011970;CPR INF-PRI-SEC;GAMO DIANA;Calle De Tembleque, 104 ;Madrid;Latina;28024;917176946;917181358;Privado Concertado
Madrid-Capital;28067331;CPR INF-PRI-SEC;GSD  LAS SUERTES;Calle De Rafael De León, 10 ;Madrid;Villa de Vallecas;28051;913853505;913853404;Privado Concertado
Madrid-Capital;28045566;CPR INF-PRI-SEC;GSD  VALLECAS;Avenida Del Parque De Palomeras Bajas, 14 ;Madrid;Puente de Vallecas;28018;917853412;917853822;Privado Concertado
Madrid-Capital;28056886;CPR INF-PRI-SEC;GSD MORATALAZ;Calle De Luis De Hoyos Sáinz, 170 ;Madrid;Moratalaz;28030;917723811;917723121;Privado Concertado
Madrid-Capital;28015987;CPR INF-PRI-SEC;INMACULADA CONCEPCION;Calle Del General Díaz Porlier, 25 ;Madrid;Salamanca;28001;914314420;915782934;Privado Concertado
Madrid-Capital;28022475;CPR INF-PRI-SEC;INSTITUCION PROFESIONAL SALESIANA;Ronda De Don Bosco, 3 ;Madrid;Carabanchel;28044;915087640;915086152;Privado Concertado
Madrid-Capital;28007607;CPR INF-PRI-SEC;JESUS MAESTRO;Calle De Juan Vigón, 8 ;Madrid;Chamberí;28003;915530807;915346613;Privado Concertado
Madrid-Capital;28012354;CPR INF-PRI-SEC;JESUS MARIA;Calle De Juan Bravo, 13 ;Madrid;Salamanca;28006;914319520;915781696;Privado Concertado
Madrid-Capital;28036474;CPR INF-PRI-SEC;JUAN DE VALDES;Avenida De Canillejas A Vicálvaro, 135 ;Madrid;San Blas-Canillejas;28022;913069750;913130262;Privado Concertado
Madrid-Capital;28019270;CPR INF-PRI-SEC;LA INMACULADA;Avenida De La Virgen Del Carmen, 13 ;Madrid;Hortaleza;28033;917634509;917644191;Privado Concertado
Madrid-Capital;28021902;CPR INF-PRI-SEC;LA INMACULADA;Calle De Navalperal, 9 ;Madrid;Moncloa-Aravaca;28035;914500608;914597867;Privado Concertado
Madrid-Capital;28012196;CPR INF-PRI-SEC;LA INMACULADA-MARILLAC;Calle De García De Paredes, 37 ;Madrid;Chamberí;28010;914453534;915912834;Privado Concertado
Madrid-Capital;28021999;CPR INF-PRI-SEC;LA NATIVIDAD;Calle De Torrox, 4 ;Madrid;Usera;28041;917924502;917924502;Privado Concertado
Madrid-Capital;28042498;CPR INF-PRI-SEC;LA PRESENTACION DE NTRA.SRA.;Plaza De La Vicalvarada, 1 ;Madrid;Vicálvaro;28032;917764323;917764672;Privado Concertado
Madrid-Capital;28062217;CPR INF-PRI-SEC;LA PURISIMA;Calle De Ricardo Ortiz, 29 ;Madrid;Ciudad Lineal;28017;917262805;913614212;Privado Concertado
Madrid-Capital;28013863;CPR INF-PRI-SEC;LA SALLE;Calle Del General Romero Basart, 50 ;Madrid;Latina;28044;917050011;917058368;Privado Concertado
Madrid-Capital;28008934;CPR INF-PRI-SEC;LA SALLE-SAGRADO CORAZON;Avenida Del Cardenal Herrera Oria, 242 ;Madrid;Fuencarral-El Pardo;28035;917385300;917307493;Privado Concertado
Madrid-Capital;28046901;CPR INF-PRI-SEC;LAS ROSAS;Calle De Calabria C/v A Avda. De Niza, 24, 1 ;Madrid;San Blas-Canillejas;28022;913132334;917754987;Privado Concertado
Madrid-Capital;28067409;CPR INF-PRI-SEC;LAS TABLAS VALVERDE;Paseo De La Tierra De Melide, S/n ;Madrid;Fuencarral-El Pardo;28050;914273506;914273061;Privado Concertado
Madrid-Capital;28011623;CPR INF-PRI-SEC;LICEO CONSUL;Calle De Peironcely, 7 ;Madrid;Puente de Vallecas;28053;917858714;917858809;Privado Concertado
Madrid-Capital;28015291;CPR INF-PRI-SEC;LICEO IBERICO;Calle De Antonio Vicent, 58 ;Madrid;Carabanchel;28019;915691725;915691725;Privado Concertado
Madrid-Capital;28013188;CPR INF-PRI-SEC;LICEO MADARIAGA;Calle De Francisco Madariaga, 11 ;Madrid;Ciudad Lineal;28017;914061491;914061491;Privado Concertado
Madrid-Capital;28011544;CPR INF-PRI-SEC;LICEO SOROLLA B;Calle De Nueva Zelanda, 21 ;Madrid;Moncloa-Aravaca;28035;913164327;913736434;Privado Concertado
Madrid-Capital;28017649;CPR INF-PRI-SEC;LICEO VERSALLES;Calle Del Puerto De Somosierra, 9 ;Madrid;Villa de Vallecas;28031;913325654;913323151;Privado Concertado
Madrid-Capital;28005738;CPR INF-PRI-SEC;LOPEZ VICUÑA;Calle De Hinojal, 7 ;Madrid;San Blas-Canillejas;28037;913202969;913930032;Privado Concertado
Madrid-Capital;28022104;CPR INF-PRI-SEC;LOS OLMOS;Calle De Los Astros, 13 ;Madrid;Retiro;28007;914009866;914009867;Privado Concertado
Madrid-Capital;28012032;CPR INF-PRI-SEC;LOS ROBLES;Avenida De La Osa Mayor, 239 ;Madrid;Moncloa-Aravaca;28023;913070330;913572819;Privado Concertado
Madrid-Capital;28067392;CPR INF-PRI-SEC;LOS TILOS;Calle De El Bosco, S/n ;Madrid;Puente de Vallecas;28038;913451116;913598243;Privado Concertado
Madrid-Capital;28020235;CPR INF-PRI-SEC;LOURDES;Calle De San Roberto, 8 ;Madrid;Latina;28011;915180358;915184820;Privado Concertado
Madrid-Capital;28012585;CPR INF-PRI-SEC;LUZ CASANOVA;Calle De La Alondra, 18 ;Madrid;Carabanchel;28025;915254929;915254929;Privado Concertado
Madrid-Capital;28012603;CPR INF-PRI-SEC;LUZ CASANOVA;Calle De Madridejos, 34 ;Madrid;Usera;28026;914753146;914753146;Privado Concertado
Madrid-Capital;28007152;CPR INF-PRI-SEC;LUZ CASANOVA EMBAJADORES;Calle De Aldea Del Fresno, 1 ;Madrid;Arganzuela;28045;914739150;914739150;Privado Concertado
Madrid-Capital;28007826;CPR INF-PRI-SEC;MADRE DE DIOS;Calle De Ángel Muñoz, 5 ;Madrid;Ciudad Lineal;28043;914158169;914139247;Privado Concertado
Madrid-Capital;28007103;CPR INF-PRI-SEC;MADRES CONCEPCIONISTAS;Calle De La Princesa, 19 ;Madrid;Moncloa-Aravaca;28008;915424901;915598313;Privado Concertado
Madrid-Capital;28012779;CPR INF-PRI-SEC;MADRES MERCEDARIAS DE D. JUAN DE ALARCON;Calle De Valverde, 15 ;Madrid;Centro;28004;915224615;915327756;Privado Concertado
Madrid-Capital;28020429;CPR INF-PRI-SEC;MARIA AUXILIADORA;Calle De Villaamil, 18 ;Madrid;Tetuán;28039;913110750;913110462;Privado Concertado
Madrid-Capital;28007917;CPR INF-PRI-SEC;MARIA INMACULADA;Paseo Del General Martínez Campos, 18 ;Madrid;Chamberí;28010;914466119;914466870;Privado Concertado
Madrid-Capital;28007942;CPR INF-PRI-SEC;MARIA REINA;Calle De Gil Y Polo, 7 ;Madrid;Ciudad Lineal;28017;914075372;914075372;Privado Concertado
Madrid-Capital;28012688;CPR INF-PRI-SEC;MARIA REINA;Calle De Aranzueque, 4 ;Madrid;Moncloa-Aravaca;28023;913070294;91 3570834;Privado Concertado
Madrid-Capital;28007954;CPR INF-PRI-SEC;MARIA REINA;Avenida De Orcasur, 42 ;Madrid;Usera;28041;913170237;913177644;Privado Concertado
Madrid-Capital;28019762;CPR INF-PRI-SEC;MARIA VIRGEN;Calle Del Padre Damián, 20 ;Madrid;Chamartín;28036;913440163;913440907;Privado Concertado
Madrid-Capital;28005842;CPR INF-PRI-SEC;MATER AMABILIS;Calle De La Gavia Seca, 15 ;Madrid;Villa de Vallecas;28031;913324935;913323434;Privado Concertado
Madrid-Capital;28007991;CPR INF-PRI-SEC;MATER INMACULATA;Calle De La Madre Antonia París, 1 ;Madrid;Ciudad Lineal;28027;914036200;914036208;Privado Concertado
Madrid-Capital;28016712;CPR INF-PRI-SEC;MATER PURISSIMA;Calle De La Madre Cándida María De Jesús, 4 ;Madrid;Usera;28026;914758054;915001210;Privado Concertado
Madrid-Capital;28012767;CPR INF-PRI-SEC;MENESIANO;Avenida De Brasilia, 11 ;Madrid;Salamanca;28028;917269804;910020597;Privado Concertado
Madrid-Capital;28012846;CPR INF-PRI-SEC;MINERVA;Calle De Villardondiego, 15 ;Madrid;Vicálvaro;28032;917762511;917762511;Privado Concertado
Madrid-Capital;28008053;CPR INF-PRI-SEC;MIRASIERRA;Calle De Ascao, 33 ;Madrid;Ciudad Lineal;28017;913673087;913675566;Privado Concertado
Madrid-Capital;28011911;CPR INF-PRI-SEC;MONTPELLIER;Calle De La Virgen Del Val, 7 ;Madrid;Ciudad Lineal;28027;914041100;91 4053511;Privado Concertado
Madrid-Capital;28013292;CPR INF-PRI-SEC;MONTSERRAT;Calle De Juan Esplandiu, 2 Bis ;Madrid;Retiro;28007;914008560;915740486;Privado Concertado
Madrid-Capital;28012901;CPR INF-PRI-SEC;NATIVIDAD DE NUESTRA SEÑORA;Calle De Martínez Izquierdo, 8 ;Madrid;Salamanca;28028;913555686;917130855;Privado Concertado
Madrid-Capital;28035044;CPR INF-PRI-SEC;NAZARET;Calle Del Castillo De Uclés, 24 ;Madrid;San Blas-Canillejas;28037;913049368;913272543;Privado Concertado
Madrid-Capital;28007191;CPR INF-PRI-SEC;NAZARET-OPORTO;Calle De Las Clarisas, 4 ;Madrid;Carabanchel;28019;914714902;914722219;Privado Concertado
Madrid-Capital;28022487;CPR INF-PRI-SEC;NERVION;Calle Del Nervión, 2 ;Madrid;Chamartín;28002;915623030;915629180;Privado Concertado
Madrid-Capital;28022499;CPR INF-PRI-SEC;NTRA. SRA. DE FATIMA;Calle De Manuel Muñoz, 30 ;Madrid;Usera;28026;914757880;914761234;Privado Concertado
Madrid-Capital;28013051;CPR INF-PRI-SEC;NTRA. SRA. DE LA CONSOLACION;Plaza De La Madre Molas, 2 ;Madrid;Chamartín;28036;913592905;913455059;Privado Concertado
Madrid-Capital;28015586;CPR INF-PRI-SEC;NTRA. SRA. DE LA ESTRELLA;Calle Del Crucero Baleares, 1 ;Madrid;Puente de Vallecas;28038;914372234;914399551;Privado Concertado
Madrid-Capital;28013255;CPR INF-PRI-SEC;NTRA. SRA. DE LA MERCED;Avenida De Alfonso Xiii, 165 ;Madrid;Chamartín;28016;913508706;913502909;Privado Concertado
Madrid-Capital;28013280;CPR INF-PRI-SEC;NTRA. SRA. DE LA MERCED;Calle De José Luis De Arrese, 5 ;Madrid;Ciudad Lineal;28017;913556394;913611306;Privado Concertado
Madrid-Capital;28015562;CPR INF-PRI-SEC;NTRA. SRA. DE LA PROVIDENCIA;Calle De Monederos, 2 ;Madrid;Usera;28026;914753009;915002239;Privado Concertado
Madrid-Capital;28031993;CPR INF-PRI-SEC;NTRA. SRA. DE LA VEGA;Calle De Chantada, 28 ;Madrid;Fuencarral-El Pardo;28029;917386700;917386060;Privado Concertado
Madrid-Capital;28022633;CPR INF-PRI-SEC;NTRA. SRA. DE LAS DELICIAS;Paseo De Las Delicias, 67 ;Madrid;Arganzuela;28045;915274934;915280168;Privado Concertado
Madrid-Capital;28013097;CPR INF-PRI-SEC;NTRA. SRA. DE LAS ESCUELAS PIAS;Calle De Ocaña, 191 ;Madrid;Latina;28047;917183685;917178781;Privado Concertado
Madrid-Capital;28013115;CPR INF-PRI-SEC;NTRA. SRA. DE LAS ESCUELAS PIAS;Calle De Eugenia De Montijo, 83 ;Madrid;Carabanchel;28044;914654400;914654511;Privado Concertado
Madrid-Capital;28008405;CPR INF-PRI-SEC;NTRA. SRA. DE LAS NIEVES;Calle De Alcalá, 589 ;Madrid;San Blas-Canillejas;28022;917410009;917410009;Privado Concertado
Madrid-Capital;28013450;CPR INF-PRI-SEC;NTRA. SRA. DE LAS VICTORIAS;Calle Del Apóstol Santiago, 72 ;Madrid;Ciudad Lineal;28017;914035303;914047292;Privado Concertado
Madrid-Capital;28016694;CPR INF-PRI-SEC;NTRA. SRA. DE LORETO;Calle Del Príncipe De Vergara, 42 ;Madrid;Salamanca;28001;915765008;915772838;Privado Concertado
Madrid-Capital;28012949;CPR INF-PRI-SEC;NTRA. SRA. DE LOS ANGELES;Calle De La Canción Del Olvido, 55 ;Madrid;Villaverde;28041;913176203;913699397;Privado Concertado
Madrid-Capital;28019592;CPR INF-PRI-SEC;NTRA. SRA. DE LOS DOLORES;Calle Del Tordo, 11 ;Madrid;Carabanchel;28019;914718954;914719959;Privado Concertado
Madrid-Capital;28030289;CPR INF-PRI-SEC;NTRA. SRA. DE MORATALAZ;Avenida De Moratalaz, 91 ;Madrid;Moratalaz;28030;914392146;914374881;Privado Concertado
Madrid-Capital;28013036;CPR INF-PRI-SEC;NTRA. SRA. DEL CARMEN;Avenida Real De Pinto, 41 ;Madrid;Villaverde;28021;917970146;917960848;Privado Concertado
Madrid-Capital;28008508;CPR INF-PRI-SEC;NTRA. SRA. DEL PILAR;Calle De San Benito, 6 ;Madrid;Tetuán;28029;913151215;913154061;Privado Concertado
Madrid-Capital;28008511;CPR INF-PRI-SEC;NTRA. SRA. DEL PILAR;Calle De Castelló, 56 ;Madrid;Salamanca;28001;915750404;915763890;Privado Concertado
Madrid-Capital;28017844;CPR INF-PRI-SEC;NTRA. SRA. DEL PILAR;Calle De Sánchez Preciados, 62 ;Madrid;Moncloa-Aravaca;28039;914502012;914504981;Privado Concertado
Madrid-Capital;28013371;CPR INF-PRI-SEC;NTRA. SRA. DEL RECUERDO;Plaza Del Duque De Pastrana, 5 ;Madrid;Chamartín;28036;913022640;913839668;Privado Concertado
Madrid-Capital;28013401;CPR INF-PRI-SEC;NTRA. SRA. DEL SAGRADO CORAZON;Calle De La Grandeza Española, 89 ;Madrid;Latina;28011;914639400;914797260;Privado Concertado
Madrid-Capital;28008211;CPR INF-PRI-SEC;NUESTRA SEÑORA DEL BUEN CONSEJO;Calle De Juan Montalvo, 30 ;Madrid;Moncloa-Aravaca;28040;914561870;915358498;Privado Concertado
Madrid-Capital;28008223;CPR INF-PRI-SEC;NUESTRA SEÑORA DEL BUEN CONSEJO;Calle De Ábalos, 5 ;Madrid;Ciudad Lineal;28043;914132551;917440017;Privado Concertado
Madrid-Capital;28015653;CPR INF-PRI-SEC;OBISPO PERELLO;Calle De La Virgen Del Sagrario, 22 ;Madrid;Ciudad Lineal;28027;914060000;914073547;Privado Concertado
Madrid-Capital;28008387;CPR INF-PRI-SEC;OBRA SO.N.S.MONTSERRAT-S.SIMON Y S.JUDAS;Calle De Trévelez, 3 ;Madrid;Usera;28041;913175643;913172496;Privado Concertado
Madrid-Capital;28013838;CPR INF-PRI-SEC;PARAISO SAGRADOS CORAZONES;Calle Del Padre Damián, 34 ;Madrid;Chamartín;28036;913441693;913440892;Privado Concertado
Madrid-Capital;28011209;CPR INF-PRI-SEC;PATROCINIO DE MARIA;Calle De Umbría, 31 ;Madrid;Hortaleza;28043;913001605;913885326;Privado Concertado
Madrid-Capital;28013504;CPR INF-PRI-SEC;PATROCINIO DE SAN JOSE;Calle Del General Moscardó, 24 ;Madrid;Tetuán;28020;915359840;915359841;Privado Concertado
Madrid-Capital;28013565;CPR INF-PRI-SEC;PUREZA DE MARIA;Calle De Lira, 10 ;Madrid;Retiro;28007;915736001;914091150;Privado Concertado
Madrid-Capital;28008791;CPR INF-PRI-SEC;PURISIMA CONCEPCION;Calle De La Puebla, 20 ;Madrid;Centro;28004;915219758;915232836;Privado Concertado
Madrid-Capital;28013590;CPR INF-PRI-SEC;RAFAELA YBARRA;Avenida De Rafaela Ybarra, 73 ;Madrid;Usera;28026;915691205;915608041;Privado Concertado
Madrid-Capital;28013607;CPR INF-PRI-SEC;RAIMUNDO LULIO;Avenida De San Diego, 63 ;Madrid;Puente de Vallecas;28018;914781997;914789043;Privado Concertado
Madrid-Capital;28013191;CPR INF-PRI-SEC;REAL COLEGIO NTRA. SRA. DE LORETO;Calle De O'donnell, 61 ;Madrid;Salamanca;28009;915733210;915737624;Privado Concertado
Madrid-Capital;28009549;CPR INF-PRI-SEC;REAL COLEGIO SANTA ISABEL-LA ASUNCION;Calle De Santa Isabel, 46 ;Madrid;Centro;28012;915273183;915289845;Privado Concertado
Madrid-Capital;28016256;CPR INF-PRI-SEC;REINADO DEL CORAZON DE JESUS;Calle De Walía, 19 ;Madrid;Retiro;28007;915517462;915517939;Privado Concertado
Madrid-Capital;28037791;CPR INF-PRI-SEC;RETIRO;Calle Del Poeta Esteban De Villegas, S/n ;Madrid;Retiro;28014;914335813;915524642;Privado Concertado
Madrid-Capital;28013723;CPR INF-PRI-SEC;SAGRADA FAMILIA;Calle De Jorge Juan, 165 ;Madrid;Salamanca;28028;913559055;913564995;Privado Concertado
Madrid-Capital;28046509;CPR INF-PRI-SEC;SAGRADA FAMILIA;Calle De Oberón, 6 ;Madrid;Moratalaz;28030;913015281;913015287;Privado Concertado
Madrid-Capital;28013759;CPR INF-PRI-SEC;SAGRADA FAMILIA DE URGEL;Avenida De Palomeras, 88 ;Madrid;Puente de Vallecas;28018;913031032;913031029;Privado Concertado
Madrid-Capital;28008892;CPR INF-PRI-SEC;SAGRADO CORAZON;Calle De Santa Magdalena Sofía, 12 ;Madrid;Chamartín;28036;913023540;913839329;Privado Concertado
Madrid-Capital;28008910;CPR INF-PRI-SEC;SAGRADO CORAZON;Calle De San Jaime, 21 ;Madrid;Villa de Vallecas;28031;913030140;913801161;Privado Concertado
Madrid-Capital;28013772;CPR INF-PRI-SEC;SAGRADO CORAZON;Paseo De Santa María De La Cabeza, 115 ;Madrid;Usera;28026;914765112;914755196;Privado Concertado
Madrid-Capital;28008909;CPR INF-PRI-SEC;SAGRADO CORAZON;Avenida De Alfonso Xiii, 127 ;Madrid;Chamartín;28016;913531380;913592142;Privado Concertado
Madrid-Capital;28020107;CPR INF-PRI-SEC;SAGRADO CORAZON;Plaza De La Madre María Ana Mogas, 12 ;Madrid;Fuencarral-El Pardo;28034;917340218;913720028;Privado Concertado
Madrid-Capital;28016268;CPR INF-PRI-SEC;SAGRADO CORAZON;Calle De Don Pedro, 14 ;Madrid;Centro;28005;913653604;913540217;Privado Concertado
Madrid-Capital;28007292;CPR INF-PRI-SEC;SAGRADO CORAZON DE JESUS;Paseo Del General Martínez Campos, 6 ;Madrid;Chamberí;28010;914454512;914469501;Privado Concertado
Madrid-Capital;28013784;CPR INF-PRI-SEC;SAGRADO CORAZON DE JESUS;Calle De Ferraz, 63 ;Madrid;Moncloa-Aravaca;28008;915490358;915499177;Privado Concertado
Madrid-Capital;28013802;CPR INF-PRI-SEC;SAGRADO CORAZON DE JESUS;Calle De Valderribas, 2 ;Madrid;Retiro;28007;915511655;915515018;Privado Concertado
Madrid-Capital;28008946;CPR INF-PRI-SEC;SAGRADOS CORAZONES;Calle De Martín De Los Heros, 91 ;Madrid;Moncloa-Aravaca;28008;915496750;915499764;Privado Concertado
Madrid-Capital;28012640;CPR INF-PRI-SEC;SALESIANOS ATOCHA;Ronda De Atocha, 27 ;Madrid;Arganzuela;28012;915062100;915062110;Privado Concertado
Madrid-Capital;28015471;CPR INF-PRI-SEC;SAN AGUSTIN;Calle Del Padre Damián, 18 ;Madrid;Chamartín;28036;914589620;913441271;Privado Concertado
Madrid-Capital;28016645;CPR INF-PRI-SEC;SAN ALBERTO MAGNO;Travesia De Iván De Vargas, 1 ;Madrid;Carabanchel;28019;915693684;915651281;Privado Concertado
Madrid-Capital;28013887;CPR INF-PRI-SEC;SAN ALFONSO;Calle Del Mesón De Paredes, 78 ;Madrid;Centro;28012;915285705;-;Privado Concertado
Madrid-Capital;28018711;CPR INF-PRI-SEC;SAN BERNARDO;Avenida Del Manzanares, 20-22 ;Madrid;Latina;28011;913666413;913642084;Privado Concertado
Madrid-Capital;28009033;CPR INF-PRI-SEC;SAN BUENAVENTURA;Calle De El Greco, 16 ;Madrid;Latina;28011;915267161;914641687;Privado Concertado
Madrid-Capital;28015136;CPR INF-PRI-SEC;SAN DIEGO Y SAN VICENTE;Paseo De Eduardo Dato, 4 ;Madrid;Chamberí;28010;913082030;913083832;Privado Concertado
Madrid-Capital;28009082;CPR INF-PRI-SEC;SAN EULOGIO;Calle De La Revoltosa, 17 ;Madrid;Villa de Vallecas;28031;913322848;913322848;Privado Concertado
Madrid-Capital;28013991;CPR INF-PRI-SEC;SAN FRANCISCO DE ASIS;Calle De La Madre Carmen Del Niño Jesús, 7 ;Madrid;Chamartín;28002;915634404;915611239;Privado Concertado
Madrid-Capital;28014570;CPR INF-PRI-SEC;SAN GABRIEL;Calle De Eugenia De Montijo, 92 ;Madrid;Carabanchel;28025;914665121;914617026;Privado Concertado
Madrid-Capital;28009185;CPR INF-PRI-SEC;SAN JAIME APOSTOL;Calle De Juan José Martínez Seco, 54 ;Madrid;Villaverde;28021;917980889;917230249;Privado Concertado
Madrid-Capital;28009203;CPR INF-PRI-SEC;SAN JAVIER;Paseo De Santa María De La Cabeza, 85 ;Madrid;Arganzuela;28045;914734216;914737568;Privado Concertado
Madrid-Capital;28009215;CPR INF-PRI-SEC;SAN JOSE;Calle De Francisco Laguna, 21 ;Madrid;Puente de Vallecas;28053;914771158;914771158;Privado Concertado
Madrid-Capital;28017741;CPR INF-PRI-SEC;SAN JOSE;Calle Del Marqués De Viana, 43 ;Madrid;Tetuán;28039;915717414;915716433;Privado Concertado
Madrid-Capital;28017753;CPR INF-PRI-SEC;SAN JOSE;Calle De Emilio Ferrari, 87 ;Madrid;Ciudad Lineal;28017;913674075;913774618;Privado Concertado
Madrid-Capital;28014065;CPR INF-PRI-SEC;SAN JOSE;Calle De Pedro Escudero, 21-23 ;Madrid;Puente de Vallecas;28018;913035747;913035745;Privado Concertado
Madrid-Capital;28009264;CPR INF-PRI-SEC;SAN JOSE;Calle De Moreno Nieto, 1 ;Madrid;Arganzuela;28005;913667203;913667202;Privado Concertado
Madrid-Capital;28020171;CPR INF-PRI-SEC;SAN JOSE-LUCERO;Calle Del Palmípedo, 12 ;Madrid;Latina;28047;914647203;914647203;Privado Concertado
Madrid-Capital;28009291;CPR INF-PRI-SEC;SAN JUAN BAUTISTA;Calle De Francos Rodríguez, 5 ;Madrid;Tetuán;28039;914500000;914501951;Privado Concertado
Madrid-Capital;28017893;CPR INF-PRI-SEC;SAN MARTIN;Avenida Del Doctor García Tapia, 106 ;Madrid;Moratalaz;28030;914390624;914300018;Privado Concertado
Madrid-Capital;28014193;CPR INF-PRI-SEC;SAN MIGUEL ARCANGEL;Calle De Repullés Y Vargas, 11 ;Madrid;Latina;28011;914640050;911109965;Privado Concertado
Madrid-Capital;28014235;CPR INF-PRI-SEC;SAN PEDRO;Calle De José Del Pino, 53 ;Madrid;Villaverde;28021;917979551;917979551;Privado Concertado
Madrid-Capital;28019725;CPR INF-PRI-SEC;SAN RAMON Y SAN ANTONIO;Calle De Rodríguez Marín, 57 ;Madrid;Chamartín;28002;915637151;915637219;Privado Concertado
Madrid-Capital;28046881;CPR INF-PRI-SEC;SAN SATURIO;Calle De Sebastián Herrera, 21-23 ;Madrid;Arganzuela;28012;915394175;915397747;Privado Concertado
Madrid-Capital;28009446;CPR INF-PRI-SEC;SAN VIATOR;Plaza De Fernández Ladreda, 2 ;Madrid;Usera;28026;915697003;915651608;Privado Concertado
Madrid-Capital;28009458;CPR INF-PRI-SEC;SAN VICENTE;Calle Del Butrón, 33 ;Madrid;San Blas-Canillejas;28022;913067074;913067074;Privado Concertado
Madrid-Capital;28006378;CPR INF-PRI-SEC;SANTA ANA Y SAN RAFAEL;Calle Del Doctor Esquerdo, 53 ;Madrid;Salamanca;28028;915738015;915044589;Privado Concertado
Madrid-Capital;28011428;CPR INF-PRI-SEC;SANTA BEATRIZ DE SILVA;Calle De Alfonso Martínez Conde, 4 ;Madrid;Carabanchel;28025;915607943;915607943;Privado Concertado
Madrid-Capital;28014363;CPR INF-PRI-SEC;SANTA CATALINA DE SENA;Avenida De Alfonso Xiii, 160 ;Madrid;Chamartín;28016;913595605;913452335;Privado Concertado
Madrid-Capital;28014417;CPR INF-PRI-SEC;SANTA FRANCISCA JAVIER CABRINI;Calle De Santa Francisca Javier Cabrini, 2 ;Madrid;Hortaleza;28043;913002513;913889463;Privado Concertado
Madrid-Capital;28009525;CPR INF-PRI-SEC;SANTA GEMA GALGANI;Calle De Escalona, 59 ;Madrid;Latina;28024;917115093;917117216;Privado Concertado
Madrid-Capital;28014454;CPR INF-PRI-SEC;SANTA ISABEL;Calle De Hortaleza, 77 ;Madrid;Centro;28004;913100916;913194281;Privado Concertado
Madrid-Capital;28019348;CPR INF-PRI-SEC;SANTA JOAQUINA DE VEDRUNA;Travesia De Costa Brava, 3 ;Madrid;Fuencarral-El Pardo;28034;917340690;917344007;Privado Concertado
Madrid-Capital;28011921;CPR INF-PRI-SEC;SANTA MARIA DE LA HISPANIDAD;Calle Del Vizconde De Uzqueta, 23 ;Madrid;Hortaleza;28042;917412584;917410115;Privado Concertado
Madrid-Capital;28009653;CPR INF-PRI-SEC;SANTA MARIA DE LOS PINOS;Calle De Angelillo, 9 ;Madrid;Puente de Vallecas;28018;917783490;917783490;Privado Concertado
Madrid-Capital;28014491;CPR INF-PRI-SEC;SANTA MARIA DEL BOSQUE;Calle De La Gaviota, 14 ;Madrid;Carabanchel;28025;915250000;915250899;Privado Concertado
